benchmark=kaluza,solver=ic3ia,TO=20.000000
benchmark/laut/kaluza/1279/sink.vmt,0,0.033479,1
benchmark/laut/kaluza/1759/sink.vmt,0,0.069305,1
benchmark/laut/kaluza/603/sink.vmt,1,0.319270,11
benchmark/laut/kaluza/1728/sink.vmt,0,0.116202,4
benchmark/laut/kaluza/354/sink.vmt,1,0.016171,0
benchmark/laut/kaluza/1391/sink.vmt,0,0.022494,1
benchmark/laut/kaluza/582/sink.vmt,0,0.035471,1
benchmark/laut/kaluza/1272/sink.vmt,1,0.033041,1
benchmark/laut/kaluza/1879/sink.vmt,1,0.418477,11
benchmark/laut/kaluza/1186/sink.vmt,0,0.033649,1
benchmark/laut/kaluza/448/sink.vmt,1,0.216261,19
benchmark/laut/kaluza/722/sink.vmt,1,0.216467,19
benchmark/laut/kaluza/794/sink.vmt,0,0.017177,1
benchmark/laut/kaluza/881/sink.vmt,1,0.025099,1
benchmark/laut/kaluza/941/sink.vmt,1,0.276439,20
benchmark/laut/kaluza/86/sink.vmt,1,3.038119,88
benchmark/laut/kaluza/24/sink.vmt,0,0.037760,1
benchmark/laut/kaluza/630/sink.vmt,0,0.120047,1
benchmark/laut/kaluza/583/sink.vmt,0,0.033218,1
benchmark/laut/kaluza/1802/sink.vmt,0,0.068224,1
benchmark/laut/kaluza/706/sink.vmt,0,0.032888,1
benchmark/laut/kaluza/1670/sink.vmt,1,0.267210,19
benchmark/laut/kaluza/1861/sink.vmt,0,0.016657,1
benchmark/laut/kaluza/1767/sink.vmt,1,0.217084,19
benchmark/laut/kaluza/1015/sink.vmt,0,0.038679,1
benchmark/laut/kaluza/1063/sink.vmt,0,0.216007,13
benchmark/laut/kaluza/1633/sink.vmt,1,0.033863,1
benchmark/laut/kaluza/1548/sink.vmt,0,0.033692,1
benchmark/laut/kaluza/859/sink.vmt,1,0.222324,19
benchmark/laut/kaluza/856/sink.vmt,1,0.318108,20
benchmark/laut/kaluza/495/sink.vmt,0,0.032637,1
benchmark/laut/kaluza/206/sink.vmt,1,0.517393,6
benchmark/laut/kaluza/1312/sink.vmt,1,0.032993,1
benchmark/laut/kaluza/1772/sink.vmt,0,0.035667,1
benchmark/laut/kaluza/1921/sink.vmt,1,0.065906,1
benchmark/laut/kaluza/1209/sink.vmt,1,0.033366,1
benchmark/laut/kaluza/912/sink.vmt,0,0.039043,1
benchmark/laut/kaluza/956/sink.vmt,0,0.034719,1
benchmark/laut/kaluza/1584/sink.vmt,0,0.033682,1
benchmark/laut/kaluza/1846/sink.vmt,0,0.016119,1
benchmark/laut/kaluza/1696/sink.vmt,1,0.116003,11
benchmark/laut/kaluza/474/sink.vmt,1,0.033135,1
benchmark/laut/kaluza/140/sink.vmt,0,0.037889,1
benchmark/laut/kaluza/1490/sink.vmt,1,0.520385,6
benchmark/laut/kaluza/1486/sink.vmt,0,0.035088,1
benchmark/laut/kaluza/1682/sink.vmt,0,0.032855,1
benchmark/laut/kaluza/1367/sink.vmt,1,0.527027,6
benchmark/laut/kaluza/439/sink.vmt,0,0.033903,1
benchmark/laut/kaluza/918/sink.vmt,0,0.032850,1
benchmark/laut/kaluza/50/sink.vmt,0,0.036520,1
benchmark/laut/kaluza/1198/sink.vmt,0,0.032278,1
benchmark/laut/kaluza/519/sink.vmt,0,0.034237,1
benchmark/laut/kaluza/758/sink.vmt,1,0.570147,24
benchmark/laut/kaluza/90/sink.vmt,1,0.033778,1
benchmark/laut/kaluza/312/sink.vmt,0,0.017451,1
benchmark/laut/kaluza/1589/sink.vmt,0,0.033710,1
benchmark/laut/kaluza/1785/sink.vmt,0,0.033659,1
benchmark/laut/kaluza/1998/sink.vmt,0,0.033188,1
benchmark/laut/kaluza/1396/sink.vmt,1,0.217086,19
benchmark/laut/kaluza/1703/sink.vmt,1,0.017188,0
benchmark/laut/kaluza/1522/sink.vmt,0,0.021074,1
benchmark/laut/kaluza/970/sink.vmt,0,0.064386,1
benchmark/laut/kaluza/1375/sink.vmt,1,0.216738,19
benchmark/laut/kaluza/1176/sink.vmt,0,0.017123,1
benchmark/laut/kaluza/1064/sink.vmt,1,0.065362,0
benchmark/laut/kaluza/171/sink.vmt,1,0.525707,6
benchmark/laut/kaluza/1763/sink.vmt,0,0.115341,4
benchmark/laut/kaluza/1083/sink.vmt,0,0.016560,1
benchmark/laut/kaluza/1797/sink.vmt,0,0.038335,1
benchmark/laut/kaluza/1078/sink.vmt,1,0.032942,0
benchmark/laut/kaluza/1266/sink.vmt,0,0.032613,1
benchmark/laut/kaluza/1790/sink.vmt,1,0.217464,19
benchmark/laut/kaluza/488/sink.vmt,0,0.116977,1
benchmark/laut/kaluza/363/sink.vmt,1,0.034713,1
benchmark/laut/kaluza/1839/sink.vmt,0,0.046629,1
benchmark/laut/kaluza/1565/sink.vmt,0,0.036116,1
benchmark/laut/kaluza/8/sink.vmt,1,0.033509,1
benchmark/laut/kaluza/1941/sink.vmt,0,0.033177,1
benchmark/laut/kaluza/373/sink.vmt,1,0.032566,1
benchmark/laut/kaluza/1970/sink.vmt,0,0.214823,13
benchmark/laut/kaluza/1208/sink.vmt,1,0.316959,20
benchmark/laut/kaluza/1487/sink.vmt,0,0.066305,1
benchmark/laut/kaluza/94/sink.vmt,1,0.032954,0
benchmark/laut/kaluza/935/sink.vmt,0,0.369437,19
benchmark/laut/kaluza/1193/sink.vmt,0,0.116384,4
benchmark/laut/kaluza/58/sink.vmt,0,0.016844,1
benchmark/laut/kaluza/1764/sink.vmt,0,0.042853,1
benchmark/laut/kaluza/1811/sink.vmt,0,0.017211,1
benchmark/laut/kaluza/1354/sink.vmt,0,0.033244,1
benchmark/laut/kaluza/1519/sink.vmt,0,0.166981,9
benchmark/laut/kaluza/369/sink.vmt,1,0.032710,1
benchmark/laut/kaluza/1592/sink.vmt,0,0.032727,1
benchmark/laut/kaluza/119/sink.vmt,0,0.016545,1
benchmark/laut/kaluza/1120/sink.vmt,0,0.016792,1
benchmark/laut/kaluza/1090/sink.vmt,0,0.170101,9
benchmark/laut/kaluza/1360/sink.vmt,1,0.218096,19
benchmark/laut/kaluza/1600/sink.vmt,0,0.016639,1
benchmark/laut/kaluza/1428/sink.vmt,1,0.272987,20
benchmark/laut/kaluza/402/sink.vmt,0,0.317701,16
benchmark/laut/kaluza/1979/sink.vmt,0,0.017567,1
benchmark/laut/kaluza/1110/sink.vmt,0,0.034592,1
benchmark/laut/kaluza/930/sink.vmt,0,0.115595,4
benchmark/laut/kaluza/870/sink.vmt,1,0.032609,1
benchmark/laut/kaluza/1554/sink.vmt,1,0.036969,1
benchmark/laut/kaluza/228/sink.vmt,1,0.528819,6
benchmark/laut/kaluza/815/sink.vmt,0,0.034200,1
benchmark/laut/kaluza/782/sink.vmt,1,0.270941,20
benchmark/laut/kaluza/1287/sink.vmt,0,0.032617,1
benchmark/laut/kaluza/1129/sink.vmt,1,0.033425,1
benchmark/laut/kaluza/678/sink.vmt,1,0.033511,1
benchmark/laut/kaluza/1732/sink.vmt,1,0.266571,20
benchmark/laut/kaluza/1524/sink.vmt,1,0.370476,20
benchmark/laut/kaluza/382/sink.vmt,0,0.316802,19
benchmark/laut/kaluza/1296/sink.vmt,0,0.035106,1
benchmark/laut/kaluza/471/sink.vmt,0,0.033156,1
benchmark/laut/kaluza/277/sink.vmt,1,0.065419,4
benchmark/laut/kaluza/1204/sink.vmt,1,0.266251,19
benchmark/laut/kaluza/1170/sink.vmt,0,0.033199,1
benchmark/laut/kaluza/1035/sink.vmt,1,0.020080,0
benchmark/laut/kaluza/1698/sink.vmt,0,0.032190,1
benchmark/laut/kaluza/804/sink.vmt,1,0.271987,19
benchmark/laut/kaluza/339/sink.vmt,0,0.323197,16
benchmark/laut/kaluza/972/sink.vmt,0,0.032173,1
benchmark/laut/kaluza/1014/sink.vmt,1,0.370285,11
benchmark/laut/kaluza/485/sink.vmt,1,0.217209,19
benchmark/laut/kaluza/1748/sink.vmt,1,0.033642,1
benchmark/laut/kaluza/1395/sink.vmt,1,0.026625,1
benchmark/laut/kaluza/1399/sink.vmt,1,0.318253,20
benchmark/laut/kaluza/1833/sink.vmt,0,0.016627,1
benchmark/laut/kaluza/1580/sink.vmt,0,0.033064,1
benchmark/laut/kaluza/845/sink.vmt,1,0.034880,1
benchmark/laut/kaluza/401/sink.vmt,0,0.065989,1
benchmark/laut/kaluza/14/sink.vmt,1,0.034433,0
benchmark/laut/kaluza/658/sink.vmt,0,0.367542,19
benchmark/laut/kaluza/254/sink.vmt,0,0.017530,1
benchmark/laut/kaluza/255/sink.vmt,1,0.524445,6
benchmark/laut/kaluza/1022/sink.vmt,1,0.516066,6
benchmark/laut/kaluza/602/sink.vmt,1,0.032688,1
benchmark/laut/kaluza/1990/sink.vmt,0,0.034240,1
benchmark/laut/kaluza/1100/sink.vmt,0,0.065082,1
benchmark/laut/kaluza/1192/sink.vmt,1,0.317220,20
benchmark/laut/kaluza/1882/sink.vmt,1,0.032106,1
benchmark/laut/kaluza/1948/sink.vmt,1,0.518934,24
benchmark/laut/kaluza/1646/sink.vmt,0,0.034708,1
benchmark/laut/kaluza/697/sink.vmt,0,0.116439,4
benchmark/laut/kaluza/927/sink.vmt,0,0.067822,1
benchmark/laut/kaluza/1886/sink.vmt,1,0.521966,6
benchmark/laut/kaluza/304/sink.vmt,1,0.073895,4
benchmark/laut/kaluza/1236/sink.vmt,0,0.032641,1
benchmark/laut/kaluza/1076/sink.vmt,0,0.117437,4
benchmark/laut/kaluza/1376/sink.vmt,1,0.165971,5
benchmark/laut/kaluza/1540/sink.vmt,0,0.017639,1
benchmark/laut/kaluza/440/sink.vmt,0,0.072450,1
benchmark/laut/kaluza/151/sink.vmt,1,0.523499,6
benchmark/laut/kaluza/1454/sink.vmt,0,0.032740,1
benchmark/laut/kaluza/342/sink.vmt,1,0.021262,0
benchmark/laut/kaluza/1560/sink.vmt,0,0.033070,1
benchmark/laut/kaluza/365/sink.vmt,1,0.070532,8
benchmark/laut/kaluza/1394/sink.vmt,1,0.032793,1
benchmark/laut/kaluza/1562/sink.vmt,0,0.033092,1
benchmark/laut/kaluza/101/sink.vmt,1,0.065538,4
benchmark/laut/kaluza/400/sink.vmt,0,0.017202,1
benchmark/laut/kaluza/294/sink.vmt,1,0.069163,4
benchmark/laut/kaluza/675/sink.vmt,0,0.036557,1
benchmark/laut/kaluza/1837/sink.vmt,1,0.319277,20
benchmark/laut/kaluza/54/sink.vmt,0,0.016177,1
benchmark/laut/kaluza/1840/sink.vmt,1,0.271111,19
benchmark/laut/kaluza/247/sink.vmt,0,0.017444,1
benchmark/laut/kaluza/110/sink.vmt,0,0.045900,1
benchmark/laut/kaluza/476/sink.vmt,1,0.316967,20
benchmark/laut/kaluza/45/sink.vmt,0,0.018202,1
benchmark/laut/kaluza/853/sink.vmt,1,0.318473,21
benchmark/laut/kaluza/1095/sink.vmt,1,0.032716,1
benchmark/laut/kaluza/1370/sink.vmt,1,0.323051,20
benchmark/laut/kaluza/1630/sink.vmt,1,0.215561,19
benchmark/laut/kaluza/1655/sink.vmt,0,0.016993,1
benchmark/laut/kaluza/1734/sink.vmt,0,0.040362,1
benchmark/laut/kaluza/521/sink.vmt,0,0.064332,1
benchmark/laut/kaluza/484/sink.vmt,1,0.064831,1
benchmark/laut/kaluza/944/sink.vmt,0,0.033181,1
benchmark/laut/kaluza/527/sink.vmt,0,0.116539,4
benchmark/laut/kaluza/902/sink.vmt,0,0.016545,1
benchmark/laut/kaluza/193/sink.vmt,1,0.165607,5
benchmark/laut/kaluza/1595/sink.vmt,0,0.016572,1
benchmark/laut/kaluza/291/sink.vmt,0,0.020827,1
benchmark/laut/kaluza/528/sink.vmt,1,0.033122,1
benchmark/laut/kaluza/824/sink.vmt,1,0.033491,1
benchmark/laut/kaluza/493/sink.vmt,0,0.016559,1
benchmark/laut/kaluza/1924/sink.vmt,0,0.017882,1
benchmark/laut/kaluza/1746/sink.vmt,0,0.032256,1
benchmark/laut/kaluza/1708/sink.vmt,1,0.033761,1
benchmark/laut/kaluza/1084/sink.vmt,0,0.318730,16
benchmark/laut/kaluza/1050/sink.vmt,0,0.033531,1
benchmark/laut/kaluza/432/sink.vmt,0,0.033873,1
benchmark/laut/kaluza/1692/sink.vmt,1,0.216095,19
benchmark/laut/kaluza/154/sink.vmt,1,0.065616,4
benchmark/laut/kaluza/105/sink.vmt,1,0.064749,4
benchmark/laut/kaluza/95/sink.vmt,1,0.522031,6
benchmark/laut/kaluza/1650/sink.vmt,1,0.268525,19
benchmark/laut/kaluza/1013/sink.vmt,0,0.168183,9
benchmark/laut/kaluza/1160/sink.vmt,0,0.017484,1
benchmark/laut/kaluza/1896/sink.vmt,1,0.324523,19
benchmark/laut/kaluza/1221/sink.vmt,0,0.070740,1
benchmark/laut/kaluza/250/sink.vmt,1,0.041075,4
benchmark/laut/kaluza/1405/sink.vmt,0,0.037604,1
benchmark/laut/kaluza/1457/sink.vmt,0,0.117923,4
benchmark/laut/kaluza/774/sink.vmt,0,0.033223,1
benchmark/laut/kaluza/1215/sink.vmt,0,0.117483,4
benchmark/laut/kaluza/1143/sink.vmt,0,0.370491,19
benchmark/laut/kaluza/104/sink.vmt,1,0.033846,1
benchmark/laut/kaluza/1675/sink.vmt,1,0.267134,19
benchmark/laut/kaluza/933/sink.vmt,0,0.033351,1
benchmark/laut/kaluza/303/sink.vmt,1,0.021674,1
benchmark/laut/kaluza/864/sink.vmt,1,0.318891,20
benchmark/laut/kaluza/237/sink.vmt,1,0.065820,4
benchmark/laut/kaluza/1412/sink.vmt,0,0.016145,1
benchmark/laut/kaluza/330/sink.vmt,0,0.371705,19
benchmark/laut/kaluza/1181/sink.vmt,0,0.116430,4
benchmark/laut/kaluza/1331/sink.vmt,1,0.316905,20
benchmark/laut/kaluza/1695/sink.vmt,1,0.367216,11
benchmark/laut/kaluza/1194/sink.vmt,1,0.033047,1
benchmark/laut/kaluza/1818/sink.vmt,1,0.055274,1
benchmark/laut/kaluza/450/sink.vmt,0,0.032776,1
benchmark/laut/kaluza/747/sink.vmt,0,0.032049,1
benchmark/laut/kaluza/1409/sink.vmt,1,0.870936,8
benchmark/laut/kaluza/138/sink.vmt,1,0.065236,1
benchmark/laut/kaluza/1809/sink.vmt,1,0.518832,6
benchmark/laut/kaluza/1987/sink.vmt,0,0.032109,1
benchmark/laut/kaluza/1159/sink.vmt,0,0.034624,1
benchmark/laut/kaluza/900/sink.vmt,0,0.068662,1
benchmark/laut/kaluza/534/sink.vmt,0,0.065439,1
benchmark/laut/kaluza/183/sink.vmt,0,0.016376,1
benchmark/laut/kaluza/1462/sink.vmt,0,0.033400,1
benchmark/laut/kaluza/1456/sink.vmt,1,0.069423,4
benchmark/laut/kaluza/683/sink.vmt,0,0.033142,1
benchmark/laut/kaluza/1681/sink.vmt,0,0.037546,1
benchmark/laut/kaluza/208/sink.vmt,1,0.069389,4
benchmark/laut/kaluza/760/sink.vmt,0,0.017097,1
benchmark/laut/kaluza/612/sink.vmt,0,0.123435,4
benchmark/laut/kaluza/753/sink.vmt,0,0.034164,1
benchmark/laut/kaluza/575/sink.vmt,1,0.166994,18
benchmark/laut/kaluza/1222/sink.vmt,1,0.267566,19
benchmark/laut/kaluza/1844/sink.vmt,1,0.267404,19
benchmark/laut/kaluza/1458/sink.vmt,0,0.319926,1
benchmark/laut/kaluza/1825/sink.vmt,1,0.215663,16
benchmark/laut/kaluza/144/sink.vmt,1,0.017360,0
benchmark/laut/kaluza/1760/sink.vmt,1,0.033525,0
benchmark/laut/kaluza/1821/sink.vmt,1,0.033077,1
benchmark/laut/kaluza/1214/sink.vmt,1,0.367697,11
benchmark/laut/kaluza/1984/sink.vmt,1,0.318856,20
benchmark/laut/kaluza/1537/sink.vmt,1,0.519789,6
benchmark/laut/kaluza/655/sink.vmt,1,0.016476,0
benchmark/laut/kaluza/1801/sink.vmt,0,0.322602,16
benchmark/laut/kaluza/961/sink.vmt,0,0.033875,1
benchmark/laut/kaluza/1401/sink.vmt,0,0.034080,1
benchmark/laut/kaluza/964/sink.vmt,1,0.032505,1
benchmark/laut/kaluza/1485/sink.vmt,1,0.367531,20
benchmark/laut/kaluza/1325/sink.vmt,0,0.034125,1
benchmark/laut/kaluza/453/sink.vmt,0,0.176884,9
benchmark/laut/kaluza/262/sink.vmt,t,0.0,0
benchmark/laut/kaluza/692/sink.vmt,1,0.523815,6
benchmark/laut/kaluza/1985/sink.vmt,0,0.117808,1
benchmark/laut/kaluza/589/sink.vmt,0,0.117907,4
benchmark/laut/kaluza/1475/sink.vmt,0,0.367676,19
benchmark/laut/kaluza/187/sink.vmt,0,0.034548,1
benchmark/laut/kaluza/514/sink.vmt,0,0.033714,1
benchmark/laut/kaluza/917/sink.vmt,0,0.117697,4
benchmark/laut/kaluza/1977/sink.vmt,1,0.518990,24
benchmark/laut/kaluza/314/sink.vmt,0,0.021162,1
benchmark/laut/kaluza/976/sink.vmt,0,0.036682,1
benchmark/laut/kaluza/1756/sink.vmt,0,0.035198,1
benchmark/laut/kaluza/38/sink.vmt,0,0.017629,1
benchmark/laut/kaluza/202/sink.vmt,1,0.068868,4
benchmark/laut/kaluza/1342/sink.vmt,1,0.368385,11
benchmark/laut/kaluza/555/sink.vmt,1,0.273310,20
benchmark/laut/kaluza/1933/sink.vmt,0,0.032566,1
benchmark/laut/kaluza/1397/sink.vmt,1,0.218124,5
benchmark/laut/kaluza/1605/sink.vmt,0,0.016795,1
benchmark/laut/kaluza/889/sink.vmt,1,0.317822,21
benchmark/laut/kaluza/6/sink.vmt,1,0.032122,4
benchmark/laut/kaluza/173/sink.vmt,1,0.518902,6
benchmark/laut/kaluza/1880/sink.vmt,1,0.033515,1
benchmark/laut/kaluza/199/sink.vmt,0,0.019513,1
benchmark/laut/kaluza/578/sink.vmt,1,0.065089,1
benchmark/laut/kaluza/1743/sink.vmt,1,0.315906,20
benchmark/laut/kaluza/571/sink.vmt,1,0.266667,19
benchmark/laut/kaluza/1679/sink.vmt,1,0.035777,1
benchmark/laut/kaluza/124/sink.vmt,0,0.032675,1
benchmark/laut/kaluza/335/sink.vmt,1,0.065176,1
benchmark/laut/kaluza/1997/sink.vmt,0,0.017376,1
benchmark/laut/kaluza/778/sink.vmt,0,0.018515,1
benchmark/laut/kaluza/1247/sink.vmt,1,0.324478,11
benchmark/laut/kaluza/1587/sink.vmt,0,0.017641,1
benchmark/laut/kaluza/1617/sink.vmt,0,0.041775,1
benchmark/laut/kaluza/113/sink.vmt,1,0.069303,4
benchmark/laut/kaluza/270/sink.vmt,0,0.017659,1
benchmark/laut/kaluza/1920/sink.vmt,0,0.038410,1
benchmark/laut/kaluza/507/sink.vmt,0,0.032727,1
benchmark/laut/kaluza/393/sink.vmt,0,0.033046,1
benchmark/laut/kaluza/1020/sink.vmt,0,0.021751,1
benchmark/laut/kaluza/1322/sink.vmt,0,0.318189,16
benchmark/laut/kaluza/660/sink.vmt,1,0.265645,19
benchmark/laut/kaluza/1441/sink.vmt,1,0.032739,1
benchmark/laut/kaluza/1007/sink.vmt,0,0.037550,1
benchmark/laut/kaluza/1000/sink.vmt,0,0.033197,1
benchmark/laut/kaluza/1911/sink.vmt,1,0.032770,1
benchmark/laut/kaluza/1251/sink.vmt,1,0.034675,5
benchmark/laut/kaluza/1479/sink.vmt,1,0.033041,0
benchmark/laut/kaluza/849/sink.vmt,1,0.032742,1
benchmark/laut/kaluza/673/sink.vmt,1,0.220268,19
benchmark/laut/kaluza/306/sink.vmt,0,0.018559,1
benchmark/laut/kaluza/637/sink.vmt,0,0.116981,4
benchmark/laut/kaluza/982/sink.vmt,0,0.017155,1
benchmark/laut/kaluza/143/sink.vmt,1,0.050044,4
benchmark/laut/kaluza/1071/sink.vmt,1,0.036470,1
benchmark/laut/kaluza/1939/sink.vmt,0,0.016952,1
benchmark/laut/kaluza/321/sink.vmt,1,0.035811,4
benchmark/laut/kaluza/327/sink.vmt,1,0.033802,1
benchmark/laut/kaluza/761/sink.vmt,1,0.266610,20
benchmark/laut/kaluza/1723/sink.vmt,0,0.032632,1
benchmark/laut/kaluza/1884/sink.vmt,0,0.167560,9
benchmark/laut/kaluza/542/sink.vmt,0,0.032701,1
benchmark/laut/kaluza/903/sink.vmt,1,0.115930,11
benchmark/laut/kaluza/592/sink.vmt,1,0.267571,20
benchmark/laut/kaluza/1953/sink.vmt,0,0.033694,1
benchmark/laut/kaluza/1051/sink.vmt,1,0.216556,19
benchmark/laut/kaluza/1623/sink.vmt,0,0.034294,1
benchmark/laut/kaluza/248/sink.vmt,1,0.521486,6
benchmark/laut/kaluza/265/sink.vmt,1,0.017468,0
benchmark/laut/kaluza/359/sink.vmt,0,0.374383,19
benchmark/laut/kaluza/61/sink.vmt,0,0.066295,1
benchmark/laut/kaluza/821/sink.vmt,1,0.035659,1
benchmark/laut/kaluza/68/sink.vmt,1,0.531214,6
benchmark/laut/kaluza/340/sink.vmt,1,0.118563,10
benchmark/laut/kaluza/1744/sink.vmt,1,0.033330,1
benchmark/laut/kaluza/858/sink.vmt,0,0.218145,13
benchmark/laut/kaluza/1126/sink.vmt,1,0.520185,6
benchmark/laut/kaluza/468/sink.vmt,0,0.033750,1
benchmark/laut/kaluza/1863/sink.vmt,0,0.034625,1
benchmark/laut/kaluza/682/sink.vmt,0,0.170610,9
benchmark/laut/kaluza/1601/sink.vmt,0,0.033028,1
benchmark/laut/kaluza/473/sink.vmt,1,0.518701,6
benchmark/laut/kaluza/360/sink.vmt,1,0.266317,19
benchmark/laut/kaluza/1011/sink.vmt,1,0.268302,18
benchmark/laut/kaluza/1691/sink.vmt,0,0.036595,1
benchmark/laut/kaluza/155/sink.vmt,1,0.115402,4
benchmark/laut/kaluza/1591/sink.vmt,0,0.017708,1
benchmark/laut/kaluza/1680/sink.vmt,0,0.022610,1
benchmark/laut/kaluza/200/sink.vmt,0,0.019435,1
benchmark/laut/kaluza/967/sink.vmt,0,0.033072,1
benchmark/laut/kaluza/574/sink.vmt,1,0.216285,16
benchmark/laut/kaluza/741/sink.vmt,1,0.217231,19
benchmark/laut/kaluza/1309/sink.vmt,1,0.033563,1
benchmark/laut/kaluza/1365/sink.vmt,0,0.033708,1
benchmark/laut/kaluza/1359/sink.vmt,1,0.218243,19
benchmark/laut/kaluza/803/sink.vmt,0,0.018027,1
benchmark/laut/kaluza/1521/sink.vmt,1,0.066321,1
benchmark/laut/kaluza/1618/sink.vmt,0,0.034296,1
benchmark/laut/kaluza/1531/sink.vmt,1,0.268331,19
benchmark/laut/kaluza/1472/sink.vmt,0,0.115858,4
benchmark/laut/kaluza/1381/sink.vmt,1,0.033014,1
benchmark/laut/kaluza/707/sink.vmt,0,0.034125,1
benchmark/laut/kaluza/159/sink.vmt,0,0.033047,1
benchmark/laut/kaluza/908/sink.vmt,0,0.117406,4
benchmark/laut/kaluza/1465/sink.vmt,0,0.032477,1
benchmark/laut/kaluza/790/sink.vmt,0,0.016699,1
benchmark/laut/kaluza/1/sink.vmt,0,0.017802,1
benchmark/laut/kaluza/1845/sink.vmt,1,0.266057,19
benchmark/laut/kaluza/752/sink.vmt,1,0.016470,0
benchmark/laut/kaluza/1672/sink.vmt,0,0.322697,16
benchmark/laut/kaluza/1677/sink.vmt,0,0.032673,1
benchmark/laut/kaluza/376/sink.vmt,0,0.367470,19
benchmark/laut/kaluza/1539/sink.vmt,0,0.317922,16
benchmark/laut/kaluza/1857/sink.vmt,0,0.017103,1
benchmark/laut/kaluza/1255/sink.vmt,1,0.038310,1
benchmark/laut/kaluza/1286/sink.vmt,0,0.033639,1
benchmark/laut/kaluza/1323/sink.vmt,0,0.034281,1
benchmark/laut/kaluza/1338/sink.vmt,1,0.569545,24
benchmark/laut/kaluza/975/sink.vmt,1,0.216952,19
benchmark/laut/kaluza/1422/sink.vmt,0,0.064935,1
benchmark/laut/kaluza/1702/sink.vmt,0,0.016469,1
benchmark/laut/kaluza/263/sink.vmt,1,0.039558,4
benchmark/laut/kaluza/1851/sink.vmt,0,0.322994,16
benchmark/laut/kaluza/479/sink.vmt,1,0.322455,20
benchmark/laut/kaluza/952/sink.vmt,1,0.116866,11
benchmark/laut/kaluza/1596/sink.vmt,1,0.065243,4
benchmark/laut/kaluza/1210/sink.vmt,1,0.265887,21
benchmark/laut/kaluza/218/sink.vmt,1,0.065829,4
benchmark/laut/kaluza/158/sink.vmt,1,0.970215,54
benchmark/laut/kaluza/1505/sink.vmt,1,0.266788,20
benchmark/laut/kaluza/483/sink.vmt,0,0.066584,1
benchmark/laut/kaluza/1774/sink.vmt,1,0.033200,1
benchmark/laut/kaluza/1653/sink.vmt,0,0.032660,1
benchmark/laut/kaluza/746/sink.vmt,1,0.267301,19
benchmark/laut/kaluza/716/sink.vmt,0,0.032577,1
benchmark/laut/kaluza/792/sink.vmt,1,0.033186,0
benchmark/laut/kaluza/305/sink.vmt,1,0.016839,0
benchmark/laut/kaluza/1828/sink.vmt,0,0.018567,1
benchmark/laut/kaluza/1042/sink.vmt,0,0.067865,1
benchmark/laut/kaluza/1028/sink.vmt,1,0.032124,1
